Meter #,Service Delivery Point,Meter Type,Meter Size,Longitude,Latitude
3000023465,2064644,Water Residential Inside,0.75,30.2166444,-97.34055543
3000015213,2089177,Water Residential Inside,0.75,30.27638205,-97.38098873
3000004809,2112703,Water Residential Outside,0.75,30.22660116,-97.47128437
3000014117,2112968,Water Residential Outside,0.75,30.1531827,-97.31976067
3000012176,2113058,Water Residential Outside,0.75,30.15568214,-97.31655828
3000025914,2113197,Irrigation Commercial Inside,0.75,30.2293389,-97.3870644
3000014877,2113277,Water Residential Inside,0.75,30.17711387,-97.34863568
3000021727,2114447,Water Residential Inside,0.75,30.22245413,-97.38872204
3000007175,2114520,Irrigation Commercial Outside,0.75,30.22841296,-97.47937075
3000027401,2116212,Water Residential Outside,0.75,30.16367752,-97.37579958
3000023860,2092351,Water Residential Outside,1,30.16129454,-97.37931687
3000028686,2182546,Water Residential Outside,0.75,0,0
3000028226,2182551,Water Residential Outside,0.75,0,0
3000015932,2176467,Water Commercial Inside,1,30.16912603,-97.34660374
3000019997,2175759,Water Residential Inside,0.75,30.15711732,-97.46629838
3000014948,2175683,Water Residential Inside,0.75,30.15763812,-97.46392183
3000015127,2024644,Water Residential Outside,0.75,30.16552676,-97.29036283
3000014429,2176741,Water Residential Inside,0.75,30.30620783,-97.41028323
3000017678,2150918,Water Residential Inside,0.75,30.29075188,-97.41750793
3000016022,2015958,Water Commercial Outside,1,30.14645968,-97.28833682
3000014397,2177872,Water Residential Inside,0.75,30.20470146,-97.40527586
3000019954,2177553,Water Residential Inside,0.75,30.21130588,-97.38313716
3000019887,2177853,Water Residential Inside,0.75,30.20440386,-97.38174094
3000019475,2176891,Water Residential Outside,0.75,30.16428459,-97.31671276
3000019480,2097988,Water Residential Outside,0.75,30.27849193,-97.4442797
3000018300,2175781,Water Residential Inside,0.75,30.15806146,-97.45994274
3000028689,2004600,Water Residential Outside,0.75,0,0
3000028403,2027169,Water Residential Inside,0.75,0,0
3000028937,2083280,Water Residential Inside,0.75,0,0
3000028936,2068998,Water Residential Inside,0.75,0,0
3000028866,2029645,Water Residential Inside,0.75,0,0
3000028967,2104796,Water Residential Inside,0.75,0,0
3000028865,2070388,Water Residential Inside,0.75,0,0
3000016064,2117255,Water Residential Inside,1.5,30.30660895,-97.41894574
3000008318,2117268,Water Residential Inside,1.5,30.30682891,-97.41862966
3000020144,2117429,Water Commercial Inside,1.5,30.19801186,-97.46584683
3000012739,2117565,Water Residential Inside,0.75,30.17876363,-97.35278275
3000026117,2117659,Water Residential Outside,0.75,30.17176888,-97.4131232
3000023244,2121040,Water Residential Inside,0.75,30.22690308,-97.40593416
3000024293,2121047,Water Residential Inside,0.75,30.22788215,-97.4060411
3000025551,2121048,Water Residential Inside,0.75,30.22784945,-97.40571116
3000024806,2122163,Water Residential Outside,0.75,30.21371258,-97.41906456
3000020600,2122166,Water Residential Outside,0.75,30.21301494,-97.41889821
3000022026,2123078,Water Residential Inside,0.75,30.21414173,-97.41389558
3000024349,2123082,Water Residential Inside,0.75,30.21412987,-97.41484026
3000006928,2138171,Water Residential Inside,0.75,30.19590168,-97.484574
3000005960,2138198,Water Residential Inside,0.75,30.19806362,-97.46947106
3000005807,2138213,Water Residential Inside,0.75,30.19779371,-97.47039561
3000005775,2138217,Water Residential Inside,0.75,30.19792344,-97.47052268
3000012063,2142246,Water Residential Outside,0.75,30.16183584,-97.31751009
3000012617,2142254,Water Residential Outside,0.75,30.1617733,-97.31674841
3000012592,2142260,Water Residential Outside,0.75,30.16179055,-97.31747325
3000024184,2151431,Water Residential Inside,2,30.27427588,-97.4241266
3000022795,2151912,Water Residential Inside,0.75,30.30960007,-97.36408322
3000025505,2000005,Water Commercial Inside,0.75,30.24800486,-97.37493214
3000025513,2000006,Water Commercial Inside,0.75,30.24802535,-97.37494403
3000017997,2000120,Water Commercial Inside,0.75,30.24537172,-97.37084449
3000017983,2000122,Water Commercial Inside,0.75,30.24554683,-97.37076251
3000017945,2000605,Water Residential Inside,0.75,30.24868525,-97.37905545
3000019063,2010362,Water Commercial Outside,0.75,30.15899351,-97.39521595
3000021704,2014468,Water Residential Inside,0.75,30.22252098,-97.39168678
3000022148,2018809,Water Residential Inside,0.75,30.2188527,-97.40100283
3000022083,2018816,Water Residential Inside,0.75,30.21800087,-97.40030769
3000022116,2018831,Water Residential Inside,0.75,30.21880634,-97.39908971
3000017840,2020239,Water Residential Inside,0.75,30.2085951,-97.39269681
3000014839,2020459,Water Residential Inside,0.75,30.16996385,-97.37906733
3000025931,2020752,Water Residential Inside,1.5,30.16996709,-97.36806987
3000018436,2023870,Water Residential Outside,0.75,30.16551274,-97.31677811
3000019367,2023878,Water Residential Outside,0.75,30.24553993,-97.37073754
3000005240,2034537,Water Residential Outside,0.75,30.21878369,-97.31766932
3000005171,2034541,Water Residential Outside,0.75,30.2195838,-97.31820809
3000005170,2034542,Water Residential Outside,0.75,30.21958377,-97.31820404
3000008199,2034599,Water Residential Outside,4,30.2223463,-97.30881669
3000017633,2039964,Water Residential Outside,0.75,30.27326985,-97.32220852
3000019132,2039971,Water Residential Outside,0.75,30.2737044,-97.32020034
3000017589,2039975,Water Residential Outside,0.75,30.27328064,-97.32279552
3000025635,2043207,Water Residential Inside,0.75,30.30321131,-97.36666177
3000022175,2043324,Water Commercial Inside,4,30.3097327,-97.36674495
3000025484,2023505,Water Residential Inside,0.75,30.20332451,-97.39469311
3000023461,2043695,Water Residential Inside,0.75,30.31206285,-97.37691656
3000019070,2169805,Water Residential Outside,0.75,30.15885334,-97.40481718
3000019074,2169804,Water Residential Outside,0.75,30.24428375,-97.36883155
3000005654,2169821,Water Residential Inside,0.75,30.29515507,-97.42145843
3000027050,2158749,Water Residential Inside,0.75,30.30196914,-97.42763201
3000005533,2174668,Water Residential Inside,0.75,30.29810461,-97.4261229
3000018213,2174269,Water Commercial Inside,0.75,30.20009508,-97.498049
3000006605,2175722,Water Residential Inside,0.75,30.16380153,-97.46677844
3000005113,2151017,Water Residential Inside,0.75,30.29165763,-97.4182399
3000005058,2174737,Water Residential Inside,0.75,30.30035928,-97.42680734
3000005722,2175106,Water Residential Outside,0.75,30.16760243,-97.40434187
3000005720,2173832,Water Residential Inside,0.75,30.28591259,-97.42440466
3000024542,2089193,Water Commercial Inside,0.75,30.28293225,-97.3824848
3000018879,2064697,Water Residential Inside,0.75,30.21610203,-97.3366579
3000014324,2065139,Water Residential Inside,0.75,30.2163716,-97.33529733
3000023172,2065225,Water Residential Outside,0.75,30.21766445,-97.33300991
3000012277,2065379,Water Residential Outside,0.75,30.21460215,-97.33031253
3000025448,2065390,Water Residential Outside,0.75,30.21441346,-97.33025312
3000027486,2013513,Water Residential Outside,0.75,30.14432254,-97.37835437
3000027378,2130220,Water Residential Outside,0.75,30.16047506,-97.38102798
3000015535,2175970,Water Residential Inside,0.75,30.25606063,-97.39965533
3000015303,2175986,Water Residential Inside,0.75,30.25672701,-97.39913724
3000015304,2175988,Water Residential Inside,0.75,30.25671838,-97.39878076
3000015382,2177501,Water Residential Inside,0.75,30.30014039,-97.42390083
3000019327,2049114,Water Residential Inside,0.75,30.23126141,-97.37395367
3000015553,2175680,Water Residential Inside,0.75,30.15700841,-97.46237233
3000014196,2174727,Water Residential Inside,0.75,30.30013824,-97.4271971
3000014198,2174734,Water Residential Inside,0.75,30.30006016,-97.42710643
3000019905,2177467,Water Residential Inside,0.75,30.23674123,-97.36369109
3000014234,2105447,Water Commercial Outside,0.75,30.1768571,-97.44212845
3000016335,2158365,Water Commercial Inside,2,30.21127892,-97.40726502
3000018648,2177635,Water Residential Inside,0.75,30.29431233,-97.4217667
3000015988,2176324,Irrigation Commercial Inside,1,30.3491645,-97.31626801
3000018544,2175667,Water Residential Inside,0.75,30.15692215,-97.46014313
3000018393,2097655,Water Residential Outside,0.75,30.29769056,-97.44502831
3000017987,2177644,Water Residential Inside,0.75,30.29406864,-97.42136981
3000017831,2174658,Water Residential Inside,0.75,30.29901575,-97.4275417
3000019706,2174719,Water Residential Inside,0.75,30.30122621,-97.42665762
3000019646,2178284,Water Residential Outside,0.75,30.15757774,-97.31755049
3000019567,2178722,Water Residential Outside,0.75,30.17208158,-97.39672505
3000019648,2177640,Water Residential Inside,0.75,30.29402983,-97.4200033
3000019533,2175671,Water Residential Inside,0.75,30.15719603,-97.46073726
3000019526,2172557,Water Residential Inside,0.75,30.32964946,-97.34066238
3000027822,2157472,Water Residential Outside,0.75,0,0
3000027623,2019409,Water Residential Inside,0.75,0,0
3000014944,2117822,Water Residential Inside,0.75,30.19325668,-97.46899575
3000015812,2117843,Water Residential Outside,0.75,30.17163086,-97.41189453
3000012704,2117859,Water Residential Inside,0.75,30.17847789,-97.35277562
3000021463,2117862,Water Commercial Outside,0.75,30.1487675,-97.38911169
3000005064,2117962,Water Residential Outside,0.75,30.2932567,-97.43703124
3000026554,2121062,Water Residential Inside,0.75,30.22696131,-97.40727691
3000025140,2121077,Water Residential Inside,0.75,30.22696346,-97.40962969
3000025139,2121080,Water Residential Inside,0.75,30.22695699,-97.40981981
3000024764,2122201,Water Residential Outside,0.75,30.21481242,-97.41812583
3000024446,2123100,Water Residential Inside,0.75,30.21419996,-97.41421641
3000020645,2123109,Water Residential Inside,0.75,30.21468302,-97.41243401
3000012129,2130512,Water Residential Outside,0.75,30.15819667,-97.31648104
3000012117,2130518,Water Residential Outside,0.75,30.16005669,-97.31652145
3000012581,2130532,Water Residential Outside,0.75,30.15775134,-97.31840604
3000005777,2138228,Water Residential Inside,0.75,30.19774229,-97.47145548
3000005931,2138232,Water Residential Inside,0.75,30.19763123,-97.47185949
3000005847,2138238,Water Residential Inside,0.75,30.19755467,-97.47231697
3000005845,2138240,Water Residential Inside,0.75,30.19747273,-97.47242986
3000015208,2138257,Water Residential Outside,0.75,30.14150394,-97.30975542
3000024793,2138265,Water Residential Outside,0.75,30.15126837,-97.31520731
3000017411,2143219,Water Commercial Outside,1,30.14833587,-97.39662999
3000026403,2019215,Water Commercial Inside,0.75,30.15547834,-97.39954126
3000004778,2101039,Water Residential Outside,0.75,30.27732416,-97.38264403
3000028233,2176158,Water Residential Outside,0.75,0,0
3000026070,2043891,Water Residential Inside,0.75,30.20140303,-97.45070825
3000023755,2019202,Water Residential Inside,1,30.27925534,-97.42337799
3000027476,2019220,Water Residential Inside,0.75,30.23784107,-97.36415452
3000027446,2072977,Water Commercial Inside,0.75,30.18668569,-97.46294745
3000026454,2019179,Water Commercial Inside,1.5,30.228927,-97.40617181
3000028178,2181662,Water Commercial Inside,0.75,0,0
3000027544,2181607,Water Residential Outside,0.75,0,0
3000028678,2182366,Water Residential Inside,0.75,0,0
3000028643,2182323,Water Residential Inside,0.75,0,0
3000028911,2182519,Water Residential Outside,0.75,0,0
3000028916,2183565,Water Residential Inside,0.75,0,0
3000027829,2181585,Water Residential Outside,0.75,0,0
3000027621,2181586,Water Residential Outside,0.75,0,0
3000011955,2100662,Water Residential Inside,0.75,30.19428967,-97.36555668
3000027138,2048941,Water Residential Inside,0.75,30.14895049,-97.47190702
3000027557,2088927,Water Residential Inside,0.75,30.18213754,-97.42535052
3000028946,2178908,Water Residential Inside,0.75,0,0
3000028919,2182324,Water Residential Inside,0.75,0,0
3000027971,2078559,Water Commercial Outside,1,0,0
3000028822,2180865,Water Residential Outside,0.75,0,0
3000027510,2013541,Water Residential Outside,0.75,30.2129869,-97.41631966
3000012020,2101010,Water Residential Inside,0.75,30.2574667,-97.43330006
3000026947,2100985,Water Residential Inside,0.75,30.22391519,-97.40937421
3000028179,2180705,Water Residential Inside,0.75,0,0
3000028176,2180697,Water Residential Inside,0.75,0,0
3000026468,2037468,Water Residential Inside,1.5,30.21422692,-97.3622414
3000028379,2014051,Water Residential Inside,0.75,0,0
3000017035,2179285,Water Commercial Inside,4,0,0
3000026918,2013527,Water Residential Outside,0.75,30.2524247,-97.45668526
3000027077,2110154,Water Residential Outside,0.75,30.24788302,-97.31617685
3000026926,2100964,Water Residential Inside,0.75,30.16333463,-97.39529437
3000027499,2022570,Water Residential Inside,0.75,30.32209078,-97.37650066
3000027145,2064576,Water Residential Inside,0.75,30.26697922,-97.32351561
3000027086,2045955,Water Residential Outside,0.75,30.16788386,-97.35395439
3000027096,2102859,Water Residential Outside,0.75,30.14343297,-97.37875838
3000027488,2013515,Water Residential Outside,0.75,30.14436567,-97.37777211
3000027374,2092975,Water Residential Outside,0.75,30.1620709,-97.38096856
3000027371,2069052,Irrigation Commercial Outside,0.75,30.16116515,-97.3774394
3000027465,2035469,Water Residential Outside,0.75,30.23252519,-97.30745018
3000028413,2099134,Water Residential Outside,0.75,30.16122985,-97.38120622
3000028437,2077070,Water Residential Outside,0.75,30.16105732,-97.37795035
3000027591,2013517,Water Residential Outside,0.75,30.151451,-97.29832425
3000027579,2065204,Water Residential Outside,0.75,30.228927,-97.40617181
3000026891,2053712,Water Residential Outside,0.75,30.22028465,-97.42792194
3000028668,2182195,Water Residential Inside,0.75,0,0
3000028432,2180471,Water Residential Inside,0.75,30.15124505,-97.47187137
3000027559,2115432,Water Residential Outside,0.75,30.22015957,-97.3870644
3000026938,2013199,Water Residential Outside,0.75,30.269772,-97.32419152
3000012021,2100954,Water Residential Inside,0.75,30.14883727,-97.47042168
3000012033,2100668,Water Residential Inside,0.75,30.15690166,-97.47143171
3000011958,2100671,Water Residential Inside,0.75,30.17472011,-97.3556049
3000026458,2019196,Water Residential Inside,1.5,30.19828143,-97.39495453
3000026450,2167412,Water Commercial Inside,1.5,30.15952186,-97.39375437
3000027415,2013162,Water Residential Outside,0.75,30.21817339,-97.38502057
3000027467,2002208,Water Commercial Inside,0.75,30.14517006,-97.37309032
3000023917,2017345,Water Residential Outside,1,30.25811259,-97.43615192
3000026490,2062693,Water Residential Inside,0.75,30.20055766,-97.47831181
3000012049,2101012,Water Residential Inside,0.75,30.15698577,-97.43205238
3000027052,2107659,Water Residential Outside,0.75,30.25128928,-97.39600021
3000027087,2044281,Water Residential Inside,0.75,30.20237778,-97.4506013
3000006718,2062860,Water Residential Inside,0.75,30.25804789,-97.38074279
3000023769,2002108,Water Commercial Inside,1,30.26656947,-97.31996268
3000026942,2001710,Water Residential Outside,0.75,30.15202356,-97.29720252
3000026904,2013202,Water Residential Outside,0.75,30.17071864,-97.35626439
3000027605,2013208,Water Residential Outside,0.75,30.24696757,-97.3343883
3000026463,2022588,Water Residential Inside,1.5,30.21880634,-97.41513138
3000023761,2039662,Water Residential Outside,1,30.25485081,-97.44313895
3000026968,2138408,Water Residential Inside,0.75,30.22025661,-97.42817861
3000027596,2032878,Water Residential Inside,0.75,30.21739704,-97.42565947
3000027585,2022557,Water Residential Inside,0.75,30.26589987,-97.3787762
3000027107,2137187,Water Residential Outside,0.75,30.25771147,-97.40921379
3000027010,2013220,Water Residential Outside,0.75,30.24881249,-97.33782241
3000026960,2013219,Water Residential Outside,0.75,30.28843791,-97.39300101
3000026911,2080279,Water Residential Inside,0.75,30.23058107,-97.37281108
3000027084,2105785,Water Residential Outside,0.75,30.29990209,-97.42738722
3000026903,2013193,Water Residential Outside,0.75,30.14660848,-97.36600347
3000027994,2028338,Water Commercial Inside,2,30.22026093,-97.42817861
3000026972,2179578,Water Residential Inside,0.75,30.14966646,-97.47536489
3000026973,2178888,Water Residential Inside,0.75,30.20011234,-97.45093996
3000027507,2022584,Water Residential Inside,0.75,30.25586331,-97.40826317
3000026933,2178828,Water Residential Inside,0.75,30.26105842,-97.32610605
3000027548,2164539,Water Commercial Inside,0.75,30.24927399,-97.36691131
3000026930,2182769,Water Residential Inside,0.75,30.24613298,-97.36719055
3000026995,2182312,Water Residential Inside,0.75,30.22045394,-97.3957269
3000027022,2179595,Water Residential Inside,0.75,30.16212481,-97.42390677
3000027141,2150819,Water Residential Inside,0.75,30.1507361,-97.37821177
3000027127,2179606,Water Residential Inside,0.75,30.20221959,-97.45253599
3000026447,2164404,Water Commercial Inside,1.5,30.15962322,-97.39384349
3000023744,2019224,Water Residential Inside,1,30.2470523,-97.36691862
3000028183,2044564,Water Residential Inside,0.75,0,0
3000028164,2033761,Water Residential Inside,0.75,0,0
3000028221,2156144,Water Residential Inside,0.75,0,0
3000028228,2055368,Water Residential Inside,0.75,0,0
3000028527,2095779,Water Residential Inside,0.75,0,0
3000027826,2169404,Water Residential Outside,0.75,0,0
3000028262,2151842,Water Residential Outside,0.75,0,0
3000028639,2070975,Water Commercial Outside,0.75,0,0
3000028497,2104591,Water Residential Outside,0.75,0,0
3000023698,2025475,Water Commercial Outside,2,0,0
3000028978,2089124,Water Residential Inside,0.75,0,0
3000028185,2044754,Water Residential Inside,0.75,0,0
3000013039,2124062,Water Commercial Inside,3,0,0
3000028113,2100659,Water Residential Inside,0.75,0,0
3000026805,2037539,Water Residential Inside,1,0,0
3000028188,2155194,Water Residential Inside,0.75,0,0
3000012016,2044518,Water Residential Inside,0.75,0,0
3000028642,2078229,Water Residential Outside,0.75,0,0
3000028174,2063313,Water Residential Outside,0.75,0,0
3000028388,2100988,Water Residential Inside,0.75,0,0
3000026894,2029898,Water Residential Inside,0.75,0,0
3000028140,2105587,Water Residential Inside,0.75,0,0
3000028717,2105355,Water Residential Inside,0.75,0,0
3000028256,2156746,Water Residential Outside,0.75,0,0
3000028265,2156741,Water Residential Outside,0.75,0,0
3000028035,2044736,Water Residential Inside,0.75,0,0
3000026522,2145704,Water Residential Outside,0.75,0,0
3000028707,2119325,Water Residential Outside,0.75,0,0
3000027657,2155928,Water Residential Inside,0.75,0,0
3000028111,2088871,Water Residential Inside,0.75,0,0
3000028052,2103893,Water Residential Inside,0.75,0,0
3000027832,2040919,Water Residential Inside,0.75,0,0
3000028175,2089133,Water Residential Inside,0.75,0,0
3000021004,2074420,Water Residential Inside,3,0,0
3000028161,2044680,Water Residential Inside,0.75,0,0
3000028124,2148088,Water Residential Inside,0.75,0,0
3000021048,2037439,Water Residential Inside,1.5,0,0
3000027265,2032262,Water Residential Inside,0.75,0,0
3000028191,2047975,Water Residential Outside,0.75,0,0
3000023668,2171833,Water Commercial Inside,2,0,0
3000028204,2077137,Water Residential Inside,0.75,0,0
3000028705,2123420,Water Residential Inside,0.75,0,0
3000026445,2138176,Water Commercial Inside,1.5,0,0
3000028058,2103885,Water Residential Inside,0.75,0,0
3000028057,2103886,Water Residential Inside,0.75,0,0
3000028046,2103892,Water Residential Inside,0.75,0,0
3000028038,2038326,Water Commercial Inside,0.75,0,0
3000027789,2131588,Water Residential Inside,0.75,0,0
3000028153,2025777,Water Commercial Outside,0.75,0,0
3000028317,2100429,Water Residential Outside,0.75,0,0
3000019150,2113412,Water Residential Outside,0.75,0,0
3000027637,2120471,Water Residential Inside,0.75,0,0
3000023650,2010832,Water Residential Outside,2,0,0
3000028387,2116203,Water Commercial Inside,0.75,0,0
3000028614,2014960,Water Residential Outside,0.75,0,0
3000028616,2014963,Water Residential Outside,0.75,0,0
3000028494,2129380,Water Residential Outside,0.75,0,0
3000028371,2068711,Water Residential Outside,0.75,0,0
3000027306,2010853,Water Residential Inside,0.75,0,0
3000027447,2060768,Water Residential Inside,0.75,0,0
3000028284,2131207,Water Residential Outside,0.75,0,0
3000028839,2101418,Water Residential Outside,0.75,0,0
3000027975,2032028,Water Residential Inside,1,0,0
3000028050,2103896,Water Residential Inside,0.75,0,0
3000027999,2103899,Water Residential Inside,0.75,0,0
3000028065,2103901,Water Residential Inside,0.75,0,0
3000027787,2096307,Water Residential Inside,0.75,0,0
3000026809,2020507,Water Residential Inside,1,0,0
3000028421,2010830,Water Residential Outside,0.75,0,0
3000023765,2010047,Water Commercial Inside,1,0,0
3000028575,2017638,Water Residential Inside,0.75,0,0
3000028032,2044242,Water Residential Inside,0.75,0,0
3000028576,2018350,Water Residential Inside,0.75,0,0
3000028093,2019897,Water Residential Inside,0.75,0,0
3000028367,2068132,Water Residential Outside,0.75,0,0
3000028877,2017770,Water Residential Inside,0.75,0,0
3000027790,2005226,Water Residential Inside,0.75,0,0
3000028316,2083901,Water Residential Outside,0.75,0,0
3000028258,2005608,Water Residential Inside,0.75,0,0
3000028338,2010843,Water Residential Inside,0.75,0,0
3000028339,2010844,Water Residential Inside,0.75,0,0
3000028110,2182150,Water Residential Inside,0.75,0,0
3000023688,2010740,Water Commercial Outside,2,1425484.562,794054.0193
3000028955,2179608,Water Residential Inside,0.75,0,0
3000028960,2182279,Water Residential Inside,0.75,0,0
3000023731,2182768,Water Commercial Outside,1,0,0
3000028383,2182798,Water Residential Inside,0.75,0,0
3000028959,2182397,Water Residential Inside,0.75,0,0
3000028055,2155508,Water Residential Inside,0.75,1471286.792,785492.561
3000027666,2025320,Water Residential Outside,0.75,1443650.061,818906.224
3000020028,2007968,Water Commercial Outside,2,0,0
3000008201,2124060,Water Commercial Inside,3,30.23555729,-97.38467597
3000024165,2104414,Water Commercial Outside,2,30.25091296,-97.45659019
9170120063,2088191,Water Commercial Inside,1,30.26400319,-97.3824539
3000027634,2023968,Water Residential Outside,0.75,0,0
9208110402,2078167,Water Commercial Inside,0.75,30.28946226,-97.41110314
3000020201,2075267,Water Commercial Resale Inside W/Min,6,30.30989875,-97.41211317
3000013055,2077204,Water Commercial Inside,3,0,0
3000028505,2167091,Water Residential Inside,0.75,0,0
3000013040,2170238,Water Commercial Inside,3,0,0
3000018918,2022620,Water Residential Inside,0.75,30.21368347,-97.38349958
3000027700,2031092,Water Residential Outside,0.75,30.22126156,-97.31097934
3000017133,2022635,Water Residential Inside,2,30.24588175,-97.37016717
3000024182,2031504,Zero Bill Code for Record Only,4,30.21977139,-97.32346808
3000007945,2031540,Water Commercial Outside,1,30.21953033,-97.32816234
3000006909,2031561,Water Residential Outside,0.75,30.21821614,-97.32495304
3000018062,2035679,Water Commercial Outside,0.75,30.23926439,-97.33016994
3000019141,2039991,Water Residential Outside,0.75,30.27425755,-97.3208824
3000019089,2039994,Water Residential Outside,0.75,30.27440743,-97.32252341
3000020437,2040002,Water Residential Outside,0.75,30.27301323,-97.3235275
3000020383,2040004,Water Residential Outside,0.75,30.27247085,-97.32355126
3000020380,2040006,Water Residential Outside,0.75,30.27165784,-97.32349185
3000023177,2044114,Water Residential Inside,0.75,30.32056502,-97.37547875
3000023273,2044460,Water Residential Inside,0.75,30.32471745,-97.37078983
3000019602,2044487,Water Residential Inside,0.75,30.32275499,-97.37156933
3000025812,2044488,Water Residential Inside,0.75,30.32273019,-97.37155745
3000005615,2158741,Water Residential Inside,0.75,30.3005124,-97.4289391
3000005690,2154578,Water Residential Inside,0.75,30.29855102,-97.42925519
3000021565,2169955,Water Residential Outside,0.75,30.15936983,-97.4051499
3000021566,2169949,Water Residential Outside,0.75,30.15894391,-97.40513089
3000021564,2169951,Water Residential Outside,0.75,30.15923181,-97.40513802
3000020234,2169950,Water Residential Outside,0.75,30.15923181,-97.40513802
3000005666,2154592,Water Residential Inside,0.75,30.29976192,-97.43007985
3000006283,2034174,Water Residential Outside,0.75,30.21184717,-97.31935666
3000006148,2034177,Water Residential Outside,0.75,30.21184717,-97.32030253
3000006222,2034182,Water Residential Outside,0.75,30.21194338,-97.31999405
3000014821,2175420,Water Residential Inside,0.75,30.20706288,-97.45377399
3000015161,2173682,Water Residential Inside,0.75,30.2083816,-97.44638294
3000015610,2175397,Water Residential Inside,0.75,30.20710385,-97.45388688
3000004786,2173841,Water Residential Inside,0.75,30.28585494,-97.42589161
3000008266,2163434,Water Commercial Inside,2,30.30899193,-97.32661225
3000020931,2163434,Irrigation Commercial Inside,1.5,30.30898761,-97.32664077
3000008231,2176858,Water Commercial Inside,2,30.25417444,-97.36754416
3000024833,2175603,Water Residential Inside,0.75,30.29698753,-97.42447714
3000018927,2178731,Water Residential Outside,0.75,30.1717484,-97.39575691
3000019503,2178730,Water Residential Outside,0.75,30.17206512,-97.39582037
3000018947,2174695,Water Residential Inside,0.75,30.30159929,-97.42650315
3000020075,2173118,Water Commercial Inside,3,30.19343136,-97.41486996
3000025780,2032879,Water Residential Inside,0.75,30.19882919,-97.37755228
3000017606,2175441,Water Residential Inside,0.75,30.20674586,-97.45227677
3000020428,2176707,Water Residential Inside,0.75,30.20469499,-97.40589851
3000021148,2179402,Water Commercial Outside,0.75,30.2989888,-97.44366179
3000021076,2175443,Water Residential Inside,0.75,30.20701328,-97.45240748
3000021171,2175453,Water Residential Inside,0.75,30.20679762,-97.45251442
3000019509,2175454,Water Residential Inside,0.75,30.20674263,-97.45245501
3000023432,2024573,Water Residential Outside,0.75,30.15526053,-97.29049354
3000023408,2174714,Water Residential Inside,0.75,30.30228939,-97.42682398
3000023407,2179660,Water Residential Inside,0.75,30.15964096,-97.46934398
3000023449,2176880,Water Residential Outside,0.75,30.16486902,-97.31789984
3000024540,2179982,Water Residential Inside,0.75,30.28643124,-97.39463369
3000024861,2180305,Water Residential Outside,0.75,30.22045609,-97.46400501
3000024854,2175416,Water Residential Inside,0.75,30.2073346,-97.45394035
3000021302,2180325,Irrigation Commercial Outside,1,30.25041049,-97.42890346
3000024844,2002724,Water Residential Outside,0.75,30.17273177,-97.43502306
3000024973,2181712,Water Residential Inside,0.75,30.21456149,-97.44686987
3000025863,2181720,Water Residential Inside,0.75,30.21379453,-97.44596704
3000020900,2033636,Water Residential Inside,4,30.19020264,-97.36406289
3000019170,2033735,Water Residential Inside,0.75,30.19171799,-97.36023322
3000014778,2033845,Water Residential Inside,0.75,30.19614214,-97.35868847
3000018154,2033879,Water Commercial Inside,0.75,30.19789433,-97.35943708
3000021715,2033914,Water Residential Inside,0.75,30.20104288,-97.3560505
3000023428,2107335,Water Residential Outside,0.75,30.24453714,-97.43119682
3000024241,2048995,Water Residential Inside,0.75,30.23326458,-97.36920319
3000026534,2107387,Water Commercial Outside,0.75,30.24365835,-97.42729929
3000024162,2107666,Water Residential Outside,0.75,30.24253797,-97.43077807
3000019729,2057334,Water Residential Inside,0.75,30.24197446,-97.35726354
3000019530,2057346,Water Residential Inside,0.75,30.24230943,-97.36072635
3000012237,2064097,Water Residential Inside,0.75,30.21980805,-97.3450067
3000021402,2067028,Water Residential Outside,0.75,30.32219429,-97.38023184
3000014762,2071466,Water Residential Outside,0.75,30.23441432,-97.33098985
3000014761,2071469,Water Residential Outside,0.75,30.23446932,-97.33100886
3000014987,2071472,Water Residential Outside,0.75,30.18928972,-97.35190343
3000015012,2071473,Water Residential Outside,0.75,30.18929403,-97.35193908
3000014767,2071481,Water Residential Outside,0.75,30.23381912,-97.33114432
3000019748,2071493,Water Residential Outside,0.75,30.23294787,-97.33120849
3000007997,2077486,Water Commercial Inside,1,30.26367216,-97.42023501
3000021095,2077626,Water Residential Outside,0.75,30.32115052,-97.35587226
3000024771,2080519,Water Residential Inside,0.75,30.2462462,-97.36441594
3000026536,2080535,Water Residential Inside,0.75,30.24716489,-97.36604387
3000027355,2080548,Water Residential Inside,0.75,30.24721665,-97.36656671
3000017904,2086968,Water Residential Outside,0.75,30.24848146,-97.36741038
3000019175,2087076,Water Residential Outside,0.75,30.27421442,-97.32227981
3000017207,2087181,Water Commercial Inside,3,30.25048273,-97.36970375
3000006399,2087185,Water Residential Inside,0.75,30.25629485,-97.3677708
3000023563,2087929,Water Residential Inside,0.75,30.26297667,-97.38195483
3000018306,2065621,Water Residential Inside,0.75,30.21770866,-97.33713321
3000025524,2065630,Water Residential Inside,0.75,30.21860254,-97.33752534
3000021417,2091935,Water Residential Outside,0.75,30.16119966,-97.37648878
3000021096,2092014,Water Residential Outside,0.75,30.31945548,-97.35790421
3000017487,2092140,Irrigation Commercial Inside,1,30.28321216,-97.38279282
3000022782,2092297,Water Residential Outside,0.75,30.32175328,-97.34729294
3000024599,2092315,Water Residential Outside,0.75,30.16033596,-97.38002983
3000028593,2014994,Water Residential Outside,0.75,0,0
